date,Valuation,IPO,Recommendations,Pharmaceuticals,Capital Markets,Energy,Management,Earnings,Federal Reserve,Retail,Technology,Mergers & Acquisitions,Debt Offerings,Corporate Strategy,Job Market
20161226,0.002036,0.001467,0.001663,0.002945,0.003267,0.002573,0.001914,0.002009,0.001307,0.000897,0.004376,0.004580,0.002025,0.007620,0.002659
20170102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170508,0.001996,0.002600,0.002914,0.003575,0.002665,0.002925,0.002102,0.003971,0.001843,0.002225,0.003096,0.003661,0.002987,0.006682,0.001508
20170515,0.001950,0.001673,0.003609,0.004581,0.002877,0.002870,0.003865,0.002809,0.002146,0.002397,0.003474,0.003157,0.002188,0.007092,0.001517
20170522,0.001644,0.003469,0.003640,0.004822,0.002794,0.003352,0.003457,0.002535,0.002825,0.002190,0.003650,0.003969,0.003754,0.006923,0.001235
20170529,0.001798,0.002037,0.002448,0.005559,0.002570,0.003752,0.003671,0.002355,0.002557,0.001953,0.003637,0.004720,0.002369,0.006940,0.001255
20170605,0.001952,0.002572,0.003170,0.004551,0.002696,0.003005,0.003334,0.002443,0.002386,0.002000,0.003932,0.003652,0.003343,0.006817,0.001243
20170612,0.001829,0.002437,0.003507,0.004380,0.003170,0.002993,0.002923,0.002050,0.002755,0.001598,0.004123,0.003624,0.002795,0.006691,0.001590
20170619,0.002214,0.002586,0.003753,0.004479,0.002653,0.002875,0.003184,0.002233,0.002264,0.002097,0.004426,0.003959,0.002665,0.006296,0.001413
20170626,0.002093,0.002207,0.003670,0.004160,0.002928,0.003286,0.002696,0.002457,0.002391,0.001650,0.004421,0.004485,0.002985,0.006539,0.001596
20170703,0.001980,0.001037,0.002749,0.002620,0.003317,0.003395,0.002786,0.002690,0.002456,0.001766,0.004074,0.005260,0.002040,0.006014,0.001334
20170710,0.001978,0.002230,0.003478,0.003931,0.002652,0.003183,0.003866,0.002680,0.002154,0.001708,0.004480,0.004818,0.002391,0.006421,0.001387
20170717,0.001920,0.003910,0.003604,0.004638,0.002393,0.002973,0.003415,0.003581,0.002240,0.001200,0.004514,0.003927,0.003070,0.006289,0.001344
20170724,0.002080,0.002237,0.003343,0.004114,0.002985,0.003068,0.002082,0.005026,0.002674,0.002370,0.003502,0.003908,0.002130,0.006058,0.001503
20170731,0.002201,0.001498,0.002734,0.004417,0.002423,0.003304,0.002637,0.005171,0.002224,0.002290,0.003709,0.003625,0.002092,0.005998,0.001341
20170807,0.002058,0.004038,0.003635,0.003919,0.002804,0.003314,0.002248,0.004165,0.002257,0.002187,0.003841,0.003734,0.003308,0.006082,0.001289
20170814,0.001839,0.003149,0.003465,0.003648,0.002785,0.002897,0.002980,0.002705,0.002646,0.002242,0.004220,0.003594,0.003579,0.006556,0.001389
20170821,0.001824,0.001749,0.003101,0.003242,0.002675,0.003227,0.002972,0.002981,0.002542,0.002567,0.004426,0.004095,0.002306,0.006732,0.001514
20170828,0.001378,0.001414,0.002543,0.004434,0.002746,0.003772,0.002930,0.002449,0.001850,0.001910,0.005272,0.003613,0.001817,0.006392,0.001575
20170904,0.001854,0.001604,0.002864,0.005576,0.002512,0.002622,0.003220,0.002350,0.002201,0.002540,0.004427,0.004465,0.003605,0.006287,0.001504
20170911,0.001843,0.003464,0.003487,0.005109,0.002504,0.002728,0.002757,0.002094,0.002237,0.001598,0.004034,0.003649,0.003118,0.006819,0.001235
20170918,0.001827,0.002653,0.003711,0.004766,0.002558,0.002631,0.002845,0.002308,0.002674,0.001665,0.004084,0.003999,0.003661,0.007409,0.001498
20170925,0.001633,0.003101,0.003160,0.004910,0.002369,0.003268,0.003417,0.002270,0.002271,0.001581,0.004515,0.003757,0.002656,0.006760,0.001542
20171002,0.001813,0.003324,0.003215,0.004375,0.002566,0.003072,0.002606,0.002480,0.002266,0.001567,0.004009,0.004480,0.003551,0.006471,0.001154
20171009,0.002062,0.003505,0.003704,0.004836,0.002806,0.003058,0.002527,0.002680,0.002489,0.001883,0.004355,0.003388,0.002544,0.006842,0.000940
20171016,0.002073,0.002645,0.003415,0.004541,0.002667,0.003097,0.002642,0.002970,0.002072,0.001696,0.004091,0.004094,0.002393,0.006598,0.001353
20171023,0.002335,0.002883,0.003090,0.003645,0.002599,0.002641,0.002284,0.005246,0.002356,0.002103,0.003743,0.003503,0.002968,0.006460,0.001309
